,class,prob1,prob2
00013f9b06f5a01353ab,0, 88.42, 11.58
00016f374ddf6d830dc7,0, 99.07,  0.93
0001f74b774acf3d18f9,0, 99.26,  0.74
0001d5ac7987e0b61602,0, 99.27,  0.73
0001acb3e93851d88648,0, 99.17,  0.83
00019c99105aa56562a3,0, 98.87,  1.13
00015bbc41ead16988d7,0, 98.82,  1.18
000114c7d5322aa78b48,0, 99.62,  0.38
00014da1f759e11ad097,0, 99.36,  0.64
00011cb1efbbefb73190,0, 98.98,  1.02
0001d8827a60f6124b6d,1, 36.03, 63.97
00014e21642be45e123b,0, 97.01,  2.99
0001ea21915249366c3b,1,  5.55, 94.45
000162e6fea2fe808623,1,  4.05, 95.95
00013314892cfb23f7a0,1, 22.01, 77.99
0001f33d9b5d03d19ada,1, 28.06, 71.94
000145d574484c0e1dc6,1,  8.35, 91.65
0001d7c6fa2476647c6e,0, 98.82,  1.18
00012c44913c27b706de,1, 15.76, 84.24
0001ca7d4f9dec4405d2,1,  4.86, 95.14
0001e5b0657477259ca5,0, 99.41,  0.59
00013571f09a0681af40,0, 99.30,  0.70
0001c53b6b5e7991bab2,0, 99.44,  0.56
0001d162f2fe7ebfcccd,0, 98.92,  1.08
000105831b88e82fbca4,0, 99.16,  0.84
0001381b444b4d06d614,0, 98.85,  1.15
00014ddc9435a0836be2,0, 98.10,  1.90
00015259715166982e78,0, 97.03,  2.97
00019cc968bc13ea640d,1, 30.41, 69.59
00017c8f5f9d46ba496c,0, 97.16,  2.84
000152bbdc4d412326a7,0, 98.80,  1.20
00011052a0b1d29a2bd6,0, 99.52,  0.48
000192e2619836a605b8,0, 98.59,  1.41
0001be746592078b4629,1,  1.71, 98.29
000150a5cefc99c944d8,0, 99.83,  0.17
000125e9682b46c0f2a3,0, 99.25,  0.75
0001ddc030c212d95847,0, 97.68,  2.32
0001303643fd0d4e3e7f,0, 96.40,  3.60
000186b86b817bab396d,1, 19.61, 80.39
0001fd993654e2bc6f28,0, 96.96,  3.04
000116e1970c84cf66c3,0, 91.78,  8.22
000158c64f5576a7a89a,1,  2.87, 97.13
00011fad5e9901166d85,0, 98.42,  1.58
0001f990384716ea2a1f,0, 99.22,  0.78
000160475268bf5860c1,1,  6.01, 93.99
000146b4693554933b35,0, 98.98,  1.02
00019a59709e27d300e0,0, 99.45,  0.55
0001ecd1df97730599c3,0, 99.27,  0.73
0001a000376e481efdef,0, 99.33,  0.67
000193b5e056831f13c4,0, 99.47,  0.53
0001ba7a4dfe863c1c61,0, 99.48,  0.52
00011fbec14de2b66bac,1,  7.71, 92.29
000151121354715424b0,0, 99.16,  0.84
0001d8d8fd99a1e112bb,0, 99.37,  0.63
00014a963bc5e975215e,0, 99.41,  0.59
0001f9ab4ee624622503,0, 98.95,  1.05
00014a3470d166627674,0, 98.72,  1.28
0001f7042c03d11be7c6,1, 16.13, 83.87
0001b7e8f47636b7630e,0, 98.29,  1.71
0001805f1a0decfb7c15,1, 10.03, 89.97
0001e87fbf73664d2461,1,  8.35, 91.65
00014a2c125999446765,0, 99.30,  0.70
00017e18dcec02428b54,0, 99.49,  0.51
00015a573e035fb2cdf2,0, 99.61,  0.39
000133d18a77cd68cc28,0, 99.60,  0.40
00016d3a51083ae4fb3f,0, 99.58,  0.42
0001beb657a9aa867b97,0, 99.40,  0.60
0001be19de2125c8701e,0, 98.79,  1.21
0001449379b94d8c9afb,0, 92.10,  7.90
00016ce132f51a9eb56b,1,  7.50, 92.50
0001978f949223dd92fb,0, 98.86,  1.14
00010414a130396af9f8,0, 98.43,  1.57
000122cee627cbc14d81,1,  6.85, 93.15
0001a7c46b5f4c246a70,0, 99.43,  0.57
00012254669a2590def5,0, 98.57,  1.43
0001afe89620159174dc,0, 97.40,  2.60
000154251be8d0480e61,1, 12.98, 87.02
0001cedf07011c1448a8,0, 99.01,  0.99
0001d6266bdff1771551,0, 99.34,  0.66
000124e87d493a0edf8f,0, 98.64,  1.36
0001eaedeb42da764ebc,0, 99.45,  0.55
0001bff1721cc6da67a8,0, 99.25,  0.75
000139c7e9e47aeab531,0, 99.05,  0.95
0001d9e2969dfb26e61c,1, 16.33, 83.67
00016ed042fd67d21942,0, 98.79,  1.21
0001723a3af20ad6e460,0, 99.11,  0.89
0001561ca808c41071df,0, 98.28,  1.72
000140cae856b73ee40b,0, 99.34,  0.66
0001bfa4b5aeae949222,0, 98.62,  1.38
0001bc5422b972ba3d7e,1, 21.94, 78.06
0001b42b73af568385e2,1, 20.46, 79.54
00010935bb2405159e12,0, 99.28,  0.72
000193226ba800fa6e2d,0, 98.44,  1.56
00019580642148ea5c6b,0, 99.33,  0.67
00010087c0213dc03f47,1, 11.98, 88.02
00014e8dc3ad9b5580b5,1,  6.67, 93.33
0001b0d4678953b80d5c,0, 97.62,  2.38
0001efb202cb55d824c1,0, 99.59,  0.41
00018b33315a779d4b99,0, 98.87,  1.13
00018d8f969e1f684933,0, 99.01,  0.99
00017c9ba728fed3d24b,0, 98.69,  1.31
000147c1596e610059ae,0, 99.29,  0.71
0001165f7147d748979d,0, 97.21,  2.79
00018fe042667a55e6a6,0, 99.48,  0.52
00012146e2401c2a55f1,0, 97.01,  2.99
00011687fe4ba7256765,0, 98.01,  1.99
000194a35382b1464481,0, 98.81,  1.19
0001e14e778ef4e7f071,0, 98.79,  1.21
0001b63959847d297470,0, 98.78,  1.22
0001d835645fd7ddd9a3,0, 98.96,  1.04
0001db38e2daa3b75de6,0, 98.04,  1.96
00015cee8c302dc4cc1f,0, 98.17,  1.83
0001fc825a27a4cc092a,1, 21.86, 78.14
0001cdac24d1b68f2d9a,1, 11.97, 88.03
0001cc8016a4a3c73d79,1, 16.83, 83.17
00013c565889076a1fb9,0, 98.96,  1.04
0001c880447386849644,0, 99.28,  0.72
000142f282de641b157c,0, 98.66,  1.34
00012d06280c8c25e185,0, 99.11,  0.89
0001a61d156f8252c321,0, 98.91,  1.09
00011765b55b4b92a455,1, 21.16, 78.84
000113adf314b6b228ed,1, 19.83, 80.17
0001dac48163dd919054,1, 15.14, 84.86
000124ffc8d0e0003e48,0, 99.25,  0.75
000173d58c563da5dc49,0, 99.52,  0.48
0001643ae2383ba179e1,0, 98.09,  1.91
000129ac9374f326fc3d,0, 99.19,  0.81
000136ecc6c3a34543da,0, 54.22, 45.78
0001bbe2923096957621,0, 97.64,  2.36
0001502d5df16092675e,0, 98.69,  1.31
0001930ea6ee69749394,0, 98.48,  1.52
00011718ff51b7ba52b1,1, 14.21, 85.79
00015bc13ad6bc09686f,1, 18.64, 81.36
0001c64ccf26d5c08113,1, 65.33, 34.67
00011d2538930880d18d,0, 99.48,  0.52
00011e90bbc5a11818b4,1, 10.87, 89.13
0001100992af75bf3a6f,0, 87.95, 12.05
0001be436738d9dde7a3,0, 86.44, 13.56
00012eff10a4c49d056a,0, 99.13,  0.87
00017078d4ddcb0fa8f9,0, 99.66,  0.34
00012fc442019a6d04ab,0, 99.31,  0.69
00013000f389c1db1cd7,0, 99.64,  0.36
000162543b3b7e6b7e0c,0, 99.70,  0.30
000175bf7833151b8f65,1, 15.34, 84.66
0001a8e65d2c7939af4d,0, 99.07,  0.93
00016e6af98ff2175ecd,0, 98.50,  1.50
00013c1af63d01ab7032,1,  4.32, 95.68
00010876bda1e1f1ad23,0, 99.43,  0.57
00012aa8af4031a818b5,0, 99.41,  0.59
00016d066bcc6850686b,0, 95.54,  4.46
0001807fe2d51e0100f4,0, 97.85,  2.15
0001a7ce872fb2eb7a02,0, 99.47,  0.53
0001b1566f89429c8ee3,0, 99.37,  0.63
0001d0f8c809b4e9f8dd,0, 99.10,  0.90
0001bcb037d9909a6450,0, 99.27,  0.73
0001fd5bcebc55dd235e,0, 97.47,  2.53
0001073bcbf489fc6ad0,1,  5.20, 94.80
00013ed12b85f17e0559,0, 99.33,  0.67
0001f3996b1d1573989f,0, 98.98,  1.02
0001f0bf2dea27102a7e,0, 98.61,  1.39
0001dc0ffd839119a1c4,0, 99.20,  0.80
0001d7d1cfe1dec981e7,0, 99.61,  0.39
00017688ff328317d354,0, 99.42,  0.58
0001221b0b0f744112b5,0, 98.33,  1.67
00012dfcb460c03726bf,0, 99.25,  0.75
000109be1b0d7c895f8a,1, 15.30, 84.70
0001b245e73a86abc372,0, 99.27,  0.73
00019e4a6592cfe0a31f,0, 99.43,  0.57
00011062388723b8d090,0, 98.93,  1.07
0001ae27a0ec9904bba0,0, 98.29,  1.71
00018366c62a5e933dde,0, 99.70,  0.30
00014727f51e55bcfc37,0, 98.70,  1.30
00015bd6589d26e364dc,0, 99.46,  0.54
0001f4ea5d59c6385ecf,0, 99.57,  0.43
0001aa3c7c48e8295ba4,0, 99.41,  0.59
000130823875e87f072d,1, 10.87, 89.13
000137b5c87b0741fb4f,0, 99.26,  0.74
0001f180906a1dbd94cc,0, 95.84,  4.16
000142b58dd2bb5e011a,1,  8.32, 91.68
0001a03ee039afe2ccc6,0, 99.19,  0.81
000136734f56e7a25694,1,  9.89, 90.11
00014a5bdc6f48a6c695,0, 99.55,  0.45
0001c717dc6b7909983e,0, 99.22,  0.78
000133b09baab5126fcf,0, 99.44,  0.56
0001f1bd3389112570ff,1, 22.01, 77.99
000138d5e40cee401b90,0, 99.39,  0.61
00014d556a9859e7c9ec,0, 98.97,  1.03
0001b9d32eb3ed43bc58,0, 99.47,  0.53
0001ca7e863cba5c6e2e,0, 99.27,  0.73
00013876c7969a9588f4,0, 99.31,  0.69
000108dc3d096bdb4e46,0, 99.11,  0.89
00019454c12c0ba8b07e,0, 99.12,  0.88
000150aea5cf6c4d13c5,0, 99.50,  0.50
0001ad5dd1513d57cd1d,0, 98.29,  1.71
0001cf0749c00b8bcb2c,0, 99.54,  0.46
0001162b8fc04f147797,0, 99.43,  0.57
0001ce85b6092e0706b6,0, 98.16,  1.84
00019b0d0f7790db5ad3,0, 99.34,  0.66
00016fe1385fd9f1193a,0, 99.39,  0.61
0001a206485d89a0ff81,0, 99.59,  0.41
00018cb1db6145a8ac6f,0, 99.55,  0.45
0001ec64f2f4caf1dd89,0, 98.22,  1.78
00018751cb41207d66f8,0, 99.66,  0.34
0001830524d03ef6efbb,0, 98.56,  1.44
000149c94ff7f17d41d1,0, 98.99,  1.01
0001fabde5768cbedd16,1, 27.96, 72.04
0001df73c5d810ff7418,1,  8.00, 92.00
00011b0f13d51cb03b9f,0, 99.47,  0.53
0001384a1cbf197bf9ab,0, 99.13,  0.87
000120d9bd7e49d7312d,0, 99.07,  0.93
0001475b4aec9f65679b,0, 99.05,  0.95
0001a465767cd10865f0,0, 99.10,  0.90
0001c3bcdc020b037051,1,  4.69, 95.31
0001ff8bd7fb4bb1d103,0, 97.63,  2.37
00018b8bbd04ec28e6e9,0, 97.75,  2.25
00014ab8a1b0c447bcfa,0, 43.25, 56.75
0001422387cbd91bbb2d,0, 98.84,  1.16
000141b74516b9ea5864,0, 98.85,  1.15
0001277597f15249238b,0, 99.68,  0.32
00012ebc5dc759b1d0ca,0, 96.84,  3.16
0001d9e123510f6037ae,0, 99.24,  0.76
0001df931962ba97219d,0, 99.25,  0.75
00010d8ffa0d76686b7d,1,  4.53, 95.47
0001147d723ecdd36501,0, 99.30,  0.70
0001ba54d39cb481f2c0,0, 92.31,  7.69
00018c93ebc25d3dbad3,1,  1.53, 98.47
0001104e6d925e8f1307,0, 99.44,  0.56
0001d08e440f7a79b122,0, 99.42,  0.58
0001d007df327f8e80f9,0, 99.33,  0.67
0001bf2e794d7e67d03e,0, 99.21,  0.79
000184bc5a6e40101790,0, 99.53,  0.47
0001eed528acc18892c8,0, 99.62,  0.38
0001a66a4af8508ea28d,0, 99.52,  0.48
00017a9467842cd8f13a,0, 99.32,  0.68
0001759769c28c4fc2d1,1,  4.76, 95.24
0001f3c9773301332097,0, 98.69,  1.31
0001fb4b765c35ad15d9,0, 99.33,  0.67
00019bfb3fb5f5741de9,1, 34.24, 65.76
0001d7d4576fdf1e4803,0, 99.46,  0.54
0001f0dce147927bf8dd,0, 98.44,  1.56
0001ea60abd33c3ea4c2,0, 99.02,  0.98
000157a3fceab032aadb,0, 99.16,  0.84
00019785329cf3208a8c,1, 10.18, 89.82
0001a3ebca7ec9eaa84f,0, 99.32,  0.68
0001185bc8bff2872bed,1, 34.32, 65.68
00010a9d57842e719851,0, 89.91, 10.09
0001b8de019ced6216b3,1,  9.48, 90.52
0001942a6cdb51ebb6aa,1, 16.85, 83.15
0001df0994491348095f,0, 99.37,  0.63
0001ca037044d980b220,0, 97.46,  2.54
0001945e02d5c60cd420,0, 99.32,  0.68
0001346abf876b1d07ad,0, 98.92,  1.08
000116074bfba1ca8d0b,0, 99.44,  0.56
0001ed0a493397a9b101,1,  9.16, 90.84
00012a874c4c9c5a3fbc,0, 97.80,  2.20
0001c22e9e46399c571d,1, 34.30, 65.70
00019aac418de4da1e10,0, 98.37,  1.63
00015e09032d95811372,0, 99.20,  0.80
00016ecc2595235baf48,1, 25.15, 74.85
000111aa28d62217ad11,1, 22.08, 77.92
00011fedbebe1eb91530,0, 99.34,  0.66
00015aa076bd86948551,0, 99.45,  0.55
0001153a3d596c2eda7a,0, 99.40,  0.60
00011a94b0e25827a28e,0, 99.44,  0.56
000124954802d22e0b11,0, 99.28,  0.72
00017a877ab21fc6fb21,0, 99.72,  0.28
00012c4a34da611c3932,0, 99.42,  0.58
00012c0e6c25a7d70f36,0, 99.33,  0.67
000152c58bfda5bfa894,1, 79.19, 20.81
0001f94f2d378e6217a2,0, 99.19,  0.81
00013f90e72fee562245,0, 99.33,  0.67
0001477df0d97db2d932,1, 64.39, 35.61
000126deb83a0cc5e801,0, 96.55,  3.45
00016ce9608d534a57d5,0, 99.44,  0.56
0001e3d2c570242463c7,0, 98.89,  1.11
0001e4067829632c3b07,0, 99.42,  0.58
0001e85d20f7234dd831,0, 99.56,  0.44
0001a42065f7a422d761,0, 99.38,  0.62
00017f7d2858e22d9d60,0, 99.41,  0.59
00010a85bd49e1c22e27,1, 74.75, 25.25
0001a088f30a4f0cbf7b,0, 96.27,  3.73
00010c048d8ca80f542f,0, 98.79,  1.21
0001c18ed60342bb5ada,0, 95.10,  4.90
00015e0b688bc0138896,0, 99.22,  0.78
00011b2314294a787dd9,0, 99.08,  0.92
000157f710fd2f6ba5c4,0, 99.28,  0.72
000188aedecd247c3390,0, 99.38,  0.62
0001d96249d4af4da0de,0, 96.26,  3.74
00012157a625745d1883,0, 99.64,  0.36
00011b7a6cfbbb1744ba,0, 98.49,  1.51
00010a371467c60608a2,0, 99.68,  0.32
0001b180f8c8b7d912ad,0, 99.41,  0.59
0001b884c6fcdb32f4c3,0, 98.64,  1.36
0001750a07a227a22037,0, 99.44,  0.56
000107aa04f15d724f42,0, 99.46,  0.54
0001a83e0a458219edd6,0, 95.72,  4.28
0001301b67bd8ff39821,0, 97.87,  2.13
00015cebe53c2d3e9b12,0, 99.44,  0.56
000126ada85ce0f542f7,0, 98.85,  1.15
0001a5679ce9e8397922,0, 99.30,  0.70
000166676cdb28e1dd12,0, 99.56,  0.44
0001afae36b78544e15b,0, 99.59,  0.41
0001871e52bcf003b1a9,0, 99.71,  0.29
0001594d48da112c0bc8,0, 99.00,  1.00
000128d22857c836805a,1, 11.30, 88.70
000158c79ca04a25f01b,0, 95.30,  4.70
00019ea6279f04afba96,0, 99.56,  0.44
00010d2648770c4dec74,0, 98.29,  1.71
0001bf6656a8ff68cee0,0, 99.29,  0.71
000191cba1d51fc92997,0, 99.46,  0.54
00011df2bff63fd925ca,0, 99.58,  0.42
00011f5d3e7fecec6fc4,0, 99.59,  0.41
000111e43eda31b4589d,0, 97.73,  2.27
0001b9e8fd85abd4cf18,0, 98.60,  1.40
0001f99f23d01540844e,0, 99.66,  0.34
0001b7d966d501683114,0, 99.64,  0.36
000158c02b6d3e6a75cc,0, 99.60,  0.40
0001531008ada7a22496,1, 30.36, 69.64
000141a040683320c5b7,0, 98.70,  1.30
0001732d719e5e3c4adc,0, 99.33,  0.67
00018db7f6654e9bda06,0, 99.69,  0.31
000131fd92abe5ee246b,0, 99.51,  0.49
0001f9597bdf9cf1fe4a,0, 99.52,  0.48
00012cf70ce3338bb9ba,0, 99.52,  0.48
0001113de7aa5246e39a,0, 98.94,  1.06
0001542660e5d94f1dbd,0, 99.40,  0.60
00015531de638a7943ef,0, 99.48,  0.52
00015c0d44c2e0f64125,0, 98.54,  1.46
00017ef2281a8bcac378,0, 99.42,  0.58
0001b0c1f0a60307bfe7,1, 72.33, 27.67
0001f7e98a84ce908093,0, 90.12,  9.88
000108f1c0421cb36397,0, 98.56,  1.44
0001612200b597e55a9c,0, 92.99,  7.01
0001157073f1e3024593,0, 98.11,  1.89
0001f762a3d6c54c2810,0, 98.13,  1.87
0001076d81313ef29653,0, 99.23,  0.77
000123f1fa4845a6291f,0, 99.44,  0.56
000139b94ada2caa7b78,0, 99.49,  0.51
0001b31935d198f75390,1, 60.77, 39.23
0001f849f4d8022a7398,0, 98.86,  1.14
0001b06dab774576b6df,0, 98.64,  1.36
000159d247c06eb1d316,1, 12.39, 87.61
0001e276b1f54394b9ca,0, 98.26,  1.74
0001062e62da6397e0ef,1, 13.10, 86.90
00015007f5e74a70ac5b,0, 99.30,  0.70
000108d6284734132294,0, 98.89,  1.11
00017cfb00bb430b3a00,0, 99.66,  0.34
00018c66899eafe1b499,0, 95.40,  4.60
00018fff3db5cdb232f9,0, 97.77,  2.23
00015778c9778094564f,0, 98.20,  1.80
00011498864cea1be110,0, 98.80,  1.20
0001c38b592c246695d9,1, 25.29, 74.71
00011fad4acd14eb9555,0, 99.55,  0.45
000170af4a1770fa6180,0, 99.54,  0.46
00013a620c4eee8ace8a,1, 11.65, 88.35
0001892af508e8456fc1,0, 99.27,  0.73
00011a44805083c64fae,0, 99.57,  0.43
0001feeefdd1f63d874b,0, 94.23,  5.77
0001e630aff943c92d35,0, 99.54,  0.46
0001f36d1c5e0813920c,0, 99.30,  0.70
0001e280d59efcabc643,0, 98.89,  1.11
000194199f6e57e3ef08,0, 99.29,  0.71
0001b247c03ab4a662a1,0, 99.55,  0.45
00010708c6b5f7d9930f,0, 99.62,  0.38
00014c9b6aa584a0132a,0, 99.41,  0.59
000145940c8a48fb7605,0, 99.00,  1.00
00018a784baea9cda1e0,0, 99.04,  0.96
00016c32e9c5a9627bc7,0, 99.32,  0.68
0001eb1f009f97f958b5,0, 99.34,  0.66
000150bd7df9faadc97d,1, 13.55, 86.45
000176913bbf000d11b8,0, 98.24,  1.76
00017a3a66d4da99859c,1, 15.56, 84.44
0001d25406ad45335cd6,0, 97.12,  2.88
00013b386e3841560457,0, 99.65,  0.35
000115738e55b4b6e921,0, 99.15,  0.85
00019f8fcae05a5bd395,0, 96.71,  3.29
00012e4ce67a721f7815,1,  3.65, 96.35
0001da6e054ad10f4760,1, 13.71, 86.29
000151a777dca2fea8d1,0, 99.53,  0.47
00018f442e0bbb88476e,0, 98.48,  1.52
000128233c9f5c6d66d0,0, 99.26,  0.74
000167fc3d826d9f12af,0, 99.69,  0.31
0001bd7ee07473d44229,0, 99.20,  0.80
000124eba63c1ac3ea12,1, 33.74, 66.26
0001c0b2de7f29995932,0, 99.34,  0.66
0001542e795ea32b99d7,0, 99.07,  0.93
0001d62e812765ea15b8,0, 99.21,  0.79
0001a81c5021dfb71277,0, 99.28,  0.72
00019a3fbfadaff5aad0,0, 99.26,  0.74
000183079676d4aab6db,0, 99.13,  0.87
0001fc7eeeef3b97890a,0, 98.25,  1.75
00011a8e2279a9192652,0, 99.12,  0.88
000143342c64e45e8243,0, 97.24,  2.76
00017f6b5c280d72e692,0, 98.55,  1.45
00012d1cfd23ab351c95,0, 98.61,  1.39
0001c116a861643711fb,0, 99.40,  0.60
000146552ed670839dac,0, 98.79,  1.21
0001717edc151374ebb6,0, 98.93,  1.07
00011b600123fcb713d6,1,  4.97, 95.03
000130cb5c705f74f9c1,0, 99.19,  0.81
00015700e0b0535e71d2,0, 98.05,  1.95
00017fef3a74d978974c,0, 98.86,  1.14
0001160e12d61d6fb8f8,0, 98.91,  1.09
0001e8f4229d60ce2646,0, 99.28,  0.72
000100a0d5164236fe11,0, 99.34,  0.66
0001830690ef6e1459c6,0, 99.54,  0.46
000137e6c362c08a7712,0, 99.70,  0.30
0001eea767c00ced4e0b,0, 99.40,  0.60
00018615481c993deec6,0, 98.64,  1.36
0001ac441f27fa914679,0, 99.49,  0.51
0001a49fae9183dfa403,1, 11.53, 88.47
0001eb11a1a621047382,0, 99.37,  0.63
0001342c8d1912f7d430,0, 99.32,  0.68
0001df64cc4ba5991b07,0, 98.88,  1.12
0001c8051749460deda6,0, 99.19,  0.81
00012b671423499427ca,0, 98.19,  1.81
0001d3f9c88948728a93,0, 99.27,  0.73
0001d64708d6645f4501,0, 99.45,  0.55
00012fc1a878b398a1d2,0, 97.17,  2.83
000133df07cba0ef947e,0, 99.16,  0.84
0001a3d434768ce9185d,1, 34.85, 65.15
0001705815137c93c392,0, 93.63,  6.37
00017598b815c33372c5,0, 99.40,  0.60
0001a8aea08f0beaaad5,0, 99.59,  0.41
00012fee46b8e436ab75,0, 99.38,  0.62
0001e288fe7abacc7fe0,0, 99.52,  0.48
0001c13fddb1260e0c5a,1, 14.38, 85.62
0001b9e8393d3da4b888,0, 99.53,  0.47
0001483820893961e112,0, 99.46,  0.54
0001426c562888c3d775,0, 99.47,  0.53
0001c9e349cc04dd028b,0, 99.45,  0.55
00017586e438d16af822,0, 99.65,  0.35
000161cb7a89a9c6be2c,0, 99.24,  0.76
0001c781f55861dc63d2,0, 99.20,  0.80
0001624428b03ba30c90,0, 99.60,  0.40
0001d159c054f1253881,0, 99.27,  0.73
00013dc49457c9aa5e5c,0, 99.40,  0.60
0001fedea6629c468217,0, 99.49,  0.51
0001ce1aef3efc9c65fc,0, 99.56,  0.44
00012277b462b3c846da,0, 99.41,  0.59
0001ab8a81ef5955913f,0, 98.75,  1.25
00011dad6d9491ea6e12,1, 47.88, 52.12
000195cef8ea0389fe28,1, 28.74, 71.26
000104f7960a13a0d7f3,0, 99.67,  0.33
0001cac55365e21e4fd0,0, 98.68,  1.32
0001b5644266e01c308f,0, 97.79,  2.21
0001161413af32f39a81,1, 28.88, 71.12
00017e9dbd5080ffbb84,0, 99.52,  0.48
000128dbab0eed7dcb98,1,  5.12, 94.88
0001dbe6fb4ac0d21ff4,0, 90.53,  9.47
0001e838e9351b8760bd,1, 15.24, 84.76
0001a4c01ceda375da20,1, 31.47, 68.53
000195e5111f8d1c6fa4,0, 99.68,  0.32
000166cf4e9122f60489,0, 99.48,  0.52
00018f8a83cdbf5254c6,0, 98.84,  1.16
00013d577daa45402ef9,1, 10.43, 89.57
00011cd86790fa8e4190,0, 99.32,  0.68
0001c0766c3ff800d55b,1, 50.79, 49.21
00016b966899d7a48715,0, 99.63,  0.37
00018867c731d6a9a8cd,0, 96.92,  3.08
00017c5ca56a508c2674,0, 99.53,  0.47
0001afa7c621b79c4ddc,0, 99.22,  0.78
00014587ad2f330404a0,0, 99.23,  0.77
0001d012a7afc4daa6c6,0, 99.32,  0.68
0001c9564c5baf5b0066,0, 98.96,  1.04
0001abb22408d40885f6,0, 95.33,  4.67
0001cd3d2701c025e26a,1,  4.27, 95.73
0001922d1264b6abb36b,0, 99.37,  0.63
000189978b04a9cd53e5,0, 96.65,  3.35
0001d9f993408083336d,1,  4.83, 95.17
0001acc6dc9e251249f6,0, 99.28,  0.72
0001c5356f42ca925646,0, 95.07,  4.93
00018dcc68e3cb68dda0,1,  2.04, 97.96
00017038ad3d3dc35141,1, 11.25, 88.75
0001bf40798d5fcab32f,0, 99.32,  0.68
000116affbcaf5791aef,0, 98.16,  1.84
0001c6659dc156daad68,0, 96.38,  3.62
00018c8a5fdb4af13044,1, 12.03, 87.97
000141f181d7143dbdbf,0, 99.13,  0.87
0001857051dc175921f2,0, 99.57,  0.43
0001f6611235b6e02974,0, 97.76,  2.24
00014d6a43c8c58993d5,1,  6.06, 93.94
00011a67f885bfec712a,0, 99.43,  0.57
00016cdd4feacbf59a04,0, 99.17,  0.83
0001c396b682e9603150,0, 99.41,  0.59
000103dd917212360e7e,1,  7.02, 92.98
00019ce8b2af3117e020,0, 98.26,  1.74
0001f0e1e1aa657b5387,0, 98.13,  1.87
00017246b68902be0d9f,0, 99.33,  0.67
000120674becad5b4a7d,1, 25.61, 74.39
00018e0123ec05fe3b9e,0, 99.36,  0.64
0001c999941225f82831,0, 99.26,  0.74
0001825bdc2968f3129b,0, 98.16,  1.84
00013ca94836d748b5ed,0, 99.59,  0.41
0001c5058ce41b50ea30,0, 99.63,  0.37
000135cbab2abed398de,0, 99.42,  0.58
0001ef8575cdddb979bd,0, 99.19,  0.81
0001ac473c05f80f19bb,0, 99.37,  0.63
000196fae702c5ca429b,0, 98.61,  1.39
0001b2b1338412b2c0c7,0, 99.61,  0.39
00018dde67b0ef8b0512,0, 99.22,  0.78
0001b0e31faea9adf2da,0, 99.50,  0.50
0001f52c8dcfae164c73,0, 99.42,  0.58
00019955218b1a5df7ca,0, 99.69,  0.31
0001735a2266738c535b,0, 99.58,  0.42
0001e38b1a9495b83544,0, 99.73,  0.27
0001605c3cd68cce9238,0, 99.56,  0.44
0001a874d19228329bb1,0, 99.43,  0.57
0001f95436a6d606fccd,0, 99.50,  0.50
0001d867c0d8dda220bf,0, 98.13,  1.87
0001d7e5113322ce5c84,0, 98.57,  1.43
0001764c3600bd8601e9,0, 99.44,  0.56
0001ee420d3fe94112b0,0, 99.63,  0.37
0001967b6ec084bb74ca,0, 99.14,  0.86
0001db17a383f8bddf13,0, 99.34,  0.66
000118282b5e0c586327,0, 98.17,  1.83
000128a122a22fa84af8,0, 99.42,  0.58
0001bbaf5b3b30f4d31f,0, 99.24,  0.76
00017b9944011f6cb2e4,0, 96.85,  3.15
0001e70fd38655cdbf06,0, 98.82,  1.18
0001633f7c655dcc12a2,0, 99.28,  0.72
00012074b81c6c0fd726,1, 10.68, 89.32
00011d54890f2293ef49,0, 98.31,  1.69
0001a0e6b6603f3a87a4,1, 34.37, 65.63
000180169e598a52fce3,0, 98.44,  1.56
0001b9ce25f691f85437,0, 99.11,  0.89
0001c05cd29472879c40,0, 98.91,  1.09
000101eda5052a7b5db7,0, 99.54,  0.46
0001570c9b2ee7e02d03,0, 99.54,  0.46
00015a9f8d3058aa029e,0, 99.43,  0.57
000121a5760df8888c4b,0, 99.39,  0.61
0001c0c4a69d49215109,0, 99.14,  0.86
000125bc54435f981ab8,0, 99.56,  0.44
00018118f1e8e75a1154,0, 99.43,  0.57
000161feb0893bf4c934,0, 99.60,  0.40
000193ee23e569c18c67,0, 99.65,  0.35
000112b9220193d713cd,0, 99.60,  0.40
00019ae606a007e2e72d,0, 99.34,  0.66
0001db65bbfdf2380c11,0, 99.59,  0.41
0001084cbf41c6d35de6,0, 99.33,  0.67
0001c2f5db3738000b4e,0, 99.67,  0.33
0001e5cadb0d3c3f910a,0, 99.30,  0.70
00013bbc49471497a754,0, 99.58,  0.42
0001ef6c54072c2a3796,0, 99.10,  0.90
000122990abadd3fcacb,0, 99.57,  0.43
00017fe6c675046fd079,1, 78.26, 21.74
0001efdd87ee80086f45,0, 98.51,  1.49
00016ef6b3edde35d8ad,1, 34.31, 65.69
0001b83c2e5bb39bc089,0, 98.89,  1.11
0001220878730c51ad9b,0, 99.47,  0.53
00015f0c0b7e77d3f811,0, 99.35,  0.65
0001fc3b06af87940617,0, 96.60,  3.40
0001a009cdfa6b2481e7,1, 44.27, 55.73
00010df280d31d4ef700,0, 97.63,  2.37
0001d7951fc5338f20b8,0, 97.93,  2.07
00012e9ffe35666d245f,0, 97.89,  2.11
0001e1a7517fb2a1ea15,0, 99.19,  0.81
00018de3bd7e80ad217a,0, 98.60,  1.40
